title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
Middle Front-End Developer,BMBSoft,,Negotiable,"['mvc', 'web api', 'api', 'soap', 'less', 'mocha', 'jest', 'sass', 'mssql', 'react native', 'aspnet', 'redux', 'angular', 'sql', 'xml', 'c#', 'mysql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11934.png,https://nodeflair.com/jobs/bmbsoft-middle-front-end-developer-188957?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Middle - Lead Fullstack Developer (.Net, Angular) / .Net Developer",CMC Global,,Negotiable,"['mvc', 'rest api', 'api', 'entity', 'wcf', 'net core', 'oop', 'git', 'azure', 'html', 'aspnet', 'bootstrap', 'angular', 'typescript', 'javascript', 'sql', 'json', 'xml', 'ajax', 'c#', 'jquery', 'nodejs', 'net', 'redis', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-middle-lead-fullstack-developer-net-angular-net-developer-188803?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
C++ developer,ITNavi,,Negotiable,"['c++', 'singleton', 'oop', 'git']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22117.png,https://nodeflair.com/jobs/itnavi-c-developer-188802?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual Tester _ ENG Giao Tiếp Tốt,VMO Holdings,,Negotiable,"['api', 'postman', 'jmeter', 'sql', 'mysql', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9280.png,https://nodeflair.com/jobs/vmo-holdings-manual-tester-_-eng-giao-ti-p-t-t-188842?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Node/Typescript Developer Engineer,TransPerfect,,Negotiable,"['rest api', 'bitbucket', 'typescript', 'javascript', 'nodejs', 'graphql', 'elasticsearch', 'redis', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2416.png,https://nodeflair.com/jobs/transperfect-node-typescript-developer-engineer-188801?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,SCC,,Negotiable,"['aws', 'selenium', 'docker', 'web api', 'api', 'analytics', 'ci', 'scss', 'sprint', 'git', 'azure', 'html', 'angular', 'typescript', 'javascript', 'json', 'c#', 'net', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22116.png,https://nodeflair.com/jobs/scc-full-stack-engineer-188800?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Mobile Developer (middle, senior)",Synodus,,Negotiable,"['rest api', 'api', 'flutter', 'ios', 'android']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-mobile-developer-middle-senior-188799?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Android Developer,GFT Technologies,,Negotiable,"['coroutines', 'analytics', 'ci', 'mvvm', 'oop', 'gradle', 'android', 'kotlin']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/1059.png,https://nodeflair.com/jobs/gft-technologies-senior-android-developer-188798?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mid-Level Java Developer,TransPerfect,,Negotiable,"['mvc', 'spring', 'combine', 'git', 'spring mvc', 'j2ee', 'java', 'nosql', 'springboot', 'hibernate', 'javascript', 'sql', 'react', 'maven']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2416.png,https://nodeflair.com/jobs/transperfect-mid-level-java-developer-188797?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Tester,Adamo,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12448.png,https://nodeflair.com/jobs/adamo-tester-188830?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full-Stack Java Developer - Salary Up To $2800,FPT,,Negotiable,"['container', 'api gateway', 'amazon s3', 'spring data', 'aws', 'rest api', 'docker', 'api', 'spring', 'kms', 'ci', 'fargate', 'ecs', 'spring security', 'spring cloud', 'j2ee', 'java', 'junit', 'html', 'kubernetes', 'springboot', 'angular', 'javascript', 'mysql', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-full-stack-java-developer-salary-up-to-2800-188846?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual Test Dự Án Banking (2 Năm Kinh Nghiệm),Paraline,,Negotiable,"['api', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11978.png,https://nodeflair.com/jobs/paraline-manual-test-d-an-banking-2-nam-kinh-nghi-m-188855?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Product Owner,ETC Technology Systems,,Negotiable,['product'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9784.png,https://nodeflair.com/jobs/etc-technology-systems-product-owner-188853?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Tester (Banking),Synodus,,Negotiable,['sprint'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-tester-banking-188832?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Solution Architect (.NET),FPT,,Negotiable,"['mvc', 'aws', 'entity', 'visual studio', 'net core', 'azure', 'html', 'javascript', 'sql', 'c#', 'net', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-solution-architect-net-188827?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Angular Developer (Lập Trình Viên Angular),NTQ Solution,,Negotiable,"['aws', 'angular', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11965.png,https://nodeflair.com/jobs/ntq-solution-angular-developer-l-p-trinh-vien-angular-188839?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mobile Developer (Flutter),Hebela,,Negotiable,"['rest api', 'api', 'oop', 'sprint', 'flutter', 'ios', 'android']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8689.png,https://nodeflair.com/jobs/hebela-mobile-developer-flutter-188712?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer (JavaScript/NodeJS/PHP/Java),SanAn,,Negotiable,"['aws', 'go', 'oracle', 'api', 'java', 'angular', 'sql', 'nodejs', 'postgresql', 'php', 'mysql', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9466.png,https://nodeflair.com/jobs/sanan-fullstack-developer-javascript-nodejs-php-java-188687?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle Tester,SanAn,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9466.png,https://nodeflair.com/jobs/sanan-middle-tester-188692?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Junior DevOps Engineer,BIPLUS SOFTWARE,,Negotiable,"['rds', 'amazon s3', 'aws', 'docker', 'go', 'shell script', 'spring', 'iam', 'cloudfront', 'ec2', 'eks', 'shell', 'java', 'linux', 'nosql', 'kubernetes', 'springboot', 'sql', 'nodejs', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10171.png,https://nodeflair.com/jobs/biplus-software-junior-devops-engineer-188708?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full-Stack Developer (.NET/ VueJS ),FPT,,Negotiable,"['web api', 'api', 'microsoft sql server', 't sql', 'microsoft', 'azure', 'typescript', 'javascript', 'sql', 'json', 'xml', 'c#', 'net', 'postgresql', 'graphql', 'redis', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-full-stack-developer-net-vuejs-188707?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Frontend Developer ( Thành Thạo HTML.CSS, Biết JS)",BEAE,,Negotiable,"['html', 'es6', 'javascript', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12460.png,https://nodeflair.com/jobs/beae-frontend-developer-thanh-th-o-html-css-bi-t-js-188713?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full-Stack Tester (Automation/Manual),FPT,,Negotiable,"['webdriver', 'selenium', 'api', 'ci', 'postman', 'azure', 'java', 'javascript', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-full-stack-tester-automation-manual-188703?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Solution Architect (.NET),FPT,,Negotiable,"['mvc', 'rds', 'aws', 'entity', 'visual studio', 'net core', 'azure', 'html', 'javascript', 'sql', 'c#', 'net', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-solution-architect-net-188694?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full-Stack Developer ( Angular /.NET),FPT,,Negotiable,"['rest api', 'spa', 'net core', 'java', 'aspnet', 'angular', 'typescript', 'c#', 'net', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-full-stack-developer-angular-net-188700?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior/Expert Site Reliability Engineer (AWS),Swiss Marketplace,,Negotiable,"['aws', 'aws cdk', 'shell script', 'shell', 'git', 'typescript']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9274.png,https://nodeflair.com/jobs/swiss-marketplace-senior-expert-site-reliability-engineer-aws-188676?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Test Coordinator,Bosch,,Negotiable,"['microsoft', 'sap']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/141.png,https://nodeflair.com/jobs/bosch-software-test-coordinator-188681?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Java Developer,FPT,,Negotiable,"['rest api', 'docker', 'spring', 'oop', 'java', 'html', 'kubernetes', 'springboot', 'javascript', 'jquery', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-java-developer-188635?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Reporting/Template Developer,AS White Global,,Negotiable,"['pentaho', 't sql', 'powerbi', 'html', 'javascript', 'sql', 'jquery', 'postgresql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14826.png,https://nodeflair.com/jobs/as-white-global-reporting-template-developer-188634?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
ServiceNow Engineer,CODE LEAP,,Negotiable,"['html', 'javascript', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/16761.png,https://nodeflair.com/jobs/code-leap-servicenow-engineer-188632?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Remote Full-stack PHP Developer,Scopic,,Negotiable,"['mvc', 'aws', 'flow', 'aurora', 'javascript', 'laravel', 'sql', 'php', 'mysql', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3395.png,https://nodeflair.com/jobs/scopic-remote-full-stack-php-developer-188631?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer (Senior/Principal),YODY Fashion,,Negotiable,"['principal', 'gitlab', 'rds', 'amazon s3', 'aws', 'terraform', 'jenkins', 'go', 'gitlab ci', 'vpc', 'ci', 'iam', 'ecs', 'ec2', 'eks', 'codepipeline', 'java', 'kubernetes', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8514.png,https://nodeflair.com/jobs/yody-fashion-devops-engineer-senior-principal-188630?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer,ECQ,,Negotiable,"['strategy', 'websockets', 'rest api', 'api', 'modular', 'firebase', 'scss', 'less', 'webpack', 'git', 'sass', 'html', 'redux', 'typescript', 'javascript', 'nodejs', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22101.png,https://nodeflair.com/jobs/ecq-frontend-developer-188629?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Front-end Developer (Angular),NAL Solutions,,Negotiable,"['yarn', 'rest api', 'api', 'play', 'flow', 'jasmine', 'webpack', 'mocha', 'git', 'jest', 'sass', 'azure', 'npm', 'bootstrap', 'angular', 'typescript', 'es6', 'javascript', 'jquery', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13027.png,https://nodeflair.com/jobs/nal-solutions-front-end-developer-angular-188626?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual QA Engineer,Evizi,,Negotiable,"['qc', 'qa', 'testing', 'api']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/18002.png,https://nodeflair.com/jobs/evizi-manual-qa-engineer-188625?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior to Lead Nodejs Developer,NFQ,,Negotiable,"['mvc', 'aws', 'swagger', 'rest api', 'api', 'google cloud', 'combine', 'oop', 'azure', 'nosql', 'sql', 'nodejs', 'postgresql', 'mysql', 'redis', 'react', 'mongodb', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10629.png,https://nodeflair.com/jobs/nfq-senior-to-lead-nodejs-developer-188622?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Full Stack .NET/ReactJS Engineer - Work in Da Nang,Orient Software,,Negotiable,"['http', 'mvc', 'mariadb', 'rest api', 'web api', 'api', 'play', 'entity', 'ci', 'flow', 'net core', 'oop', 'git', 'mssql', 'aspnet', 'sql', 'c#', 'net', 'postgresql', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2011.png,https://nodeflair.com/jobs/orient-software-senior-full-stack-net-reactjs-engineer-work-in-da-nang-188621?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Embedded C/C++ Software Engineer,FPT,,Negotiable,"['c++', 'oop', 'c']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-embedded-c-c-software-engineer-188619?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lead Blockchain Developer - Full Time Remote,Dreams Quest,,Negotiable,"['go', 'oracle', 'web3js', 'flow', 'angular', 'javascript', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22100.png,https://nodeflair.com/jobs/dreams-quest-lead-blockchain-developer-full-time-remote-188618?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Backend Engineer (Golang),Hello Health,,Negotiable,"['gitlab', 'rest api', 'docker', 'go', 'ci', 'grpc', 'git', 'nosql', 'javascript', 'sql', 'postgresql', 'graphql', 'php', 'mysql', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14902.png,https://nodeflair.com/jobs/hello-health-senior-backend-engineer-golang-188614?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back-end Developer (Ruby on Rails),L4 Studio,,Negotiable,"['rest api', 'ruby on rails', 'git', 'ruby', 'sql', 'postgresql', 'redis']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22099.png,https://nodeflair.com/jobs/l4-studio-back-end-developer-ruby-on-rails-188613?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
(Senior) Back End Developer,Ho Chi Minh,,Negotiable,"['gitlab', 'ci', 'git', 'java', 'bitbucket']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22098.png,https://nodeflair.com/jobs/ho-chi-minh-senior-back-end-developer-188604?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,Interate Corp,,Negotiable,"['aws', 'api', 'ci', 'oop', 'sql', 'nodejs', 'postgresql', 'php', 'mysql', 'mongodb', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22097.png,https://nodeflair.com/jobs/interate-corp-back-end-developer-188600?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[HN] DevOps ENGINEER,METUB,,Negotiable,"['aws', 'terraform', 'docker', 'go', 'google cloud', 'microsoft', 'unix', 'git', 'azure', 'linux', 'nosql', 'kubernetes', 'ansible', 'sql', 'nodejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9794.png,https://nodeflair.com/jobs/metub-hn-devops-engineer-188599?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Software Engineer (Python & Javascript / Typescript),Royal HaskoningDHV,,Negotiable,"['terraform', 'docker', 'sentry', 'combine', 'azure', 'typescript', 'kotlin', 'javascript', 'react', 'django', 'python', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14414.png,https://nodeflair.com/jobs/royal-haskoningdhv-full-stack-software-engineer-python-javascript-typescript-188598?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Application Developer,SYMPER,,Negotiable,"['html', 'css', 'oop']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10177.png,https://nodeflair.com/jobs/symper-application-developer-188597?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Java Software Engineer,DigiCommerce,,Negotiable,"['strategy', 'nextjs', 'aws', 'rest api', 'factory', 'spring', 'ci', 'mockito', 'git', 'java', 'linux', 'gradle', 'bootstrap', 'postgresql', 'mysql', 'redis', 'react', 'mongodb', 'maven', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12902.png,https://nodeflair.com/jobs/digicommerce-senior-java-software-engineer-188596?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Mobile (Flutter Developer),ATO,,Negotiable,"['api', 'oop', 'flutter', 'react native', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12439.png,https://nodeflair.com/jobs/ato-l-p-trinh-vien-mobile-flutter-developer-188683?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[HN] Tester - Nhân Viên Kiểm Thử Phần Mềm,Quang Ich,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9086.png,https://nodeflair.com/jobs/quang-ich-hn-tester-nhan-vien-ki-m-th-ph-n-m-m-188675?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fresher Data Engineer /Reverse Engineer,NMS,,Negotiable,"['java', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10180.png,https://nodeflair.com/jobs/nms-fresher-data-engineer-reverse-engineer-188558?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Programer/ System Engineer,Amela,,Negotiable,"['struts', 'spring', 'ci', 'java', 'sql', 'net', 'php']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13330.png,https://nodeflair.com/jobs/amela-programer-system-engineer-188547?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Developer (Nodejs),Finviet,,Negotiable,"['websockets', 'rest api', 'api', 'activemq', 'git', 'javascript', 'nodejs', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13028.png,https://nodeflair.com/jobs/finviet-backend-developer-nodejs-188555?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Junior Security Engineer,SmartOSC,,Negotiable,"['api', 'sonarqube', 'kafka', 'postgresql', 'graphql', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8024.png,https://nodeflair.com/jobs/smartosc-junior-security-engineer-188561?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Java Developer,Techcombank,,Negotiable,"['api', 'spring', 'git', 'java', 'sql', 'c', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8467.png,https://nodeflair.com/jobs/techcombank-senior-java-developer-188540?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer (Senior/Intermediate),Employment Hero,,Negotiable,"['aws', 'docker', 'go', 'play', 'sentry', 'datadog', 'kubernetes', 'typescript', 'ruby', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10841.png,https://nodeflair.com/jobs/employment-hero-devops-engineer-senior-intermediate-188539?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back-End Engineer,Braintrust,,Negotiable,"['rest api', 'docker', 'go', 'ethereum', 'ci', 'grpc', 'rust', 'grafana', 'prometheus', 'kubernetes', 'sql', 'postgresql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/16061.png,https://nodeflair.com/jobs/braintrust-back-end-engineer-188537?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Node.Js Developer,32Co,,Negotiable,"['aws', 'typescript', 'nodejs', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/assets/profile_company_logo-1aab7c318bc3cc3c7250c94db4c9186b1f435d1ecc946297dbc6f465b720f6cd.png,https://nodeflair.com/jobs/32co-senior-node-js-developer-188535?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
C++ Developer,CMC Global,,Negotiable,"['c++', 'oracle', 'unix', 'linux']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-c-developer-188534?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fresher Software Engineer (Game Project),Inspire Lab,,Negotiable,"['java', 'typescript', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7447.png,https://nodeflair.com/jobs/inspire-lab-fresher-software-engineer-game-project-188533?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
QA Automation Engineer,Evizi,,Negotiable,"['selenium', 'cypress', 'shell', 'cucumber', 'gauge', 'java', 'linux', 'angular', 'typescript', 'javascript', 'sql', 'react', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/18002.png,https://nodeflair.com/jobs/evizi-qa-automation-engineer-188532?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fresher Tester,LP Technology,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11705.png,https://nodeflair.com/jobs/lp-technology-fresher-tester-188560?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Blockchain Developer,Amela,,Negotiable,"['play', 'ethereum', 'java', 'react native', 'nodejs', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13330.png,https://nodeflair.com/jobs/amela-senior-blockchain-developer-188549?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer (ASP.NET MVC),Nichietsu Vietnam,,Negotiable,"['mvc', 'rest api', 'orm', 'aspnet', 'nodejs', 'net', 'graphql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10008.png,https://nodeflair.com/jobs/nichietsu-vietnam-fullstack-developer-asp-net-mvc-188531?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
NodeJS Developer ($2k-$3k),FPT,,Negotiable,"['docker', 'git', 'typescript', 'nodejs', 'postgresql', 'mongodb', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-nodejs-developer-2k-3k-188530?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Ruby on Rails Developer,Diksha Teknologies,,Negotiable,"['aws', 'rest api', 'docker', 'ruby on rails', 'aurora', 'git', 'sass', 'ruby', 'javascript', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/17484.png,https://nodeflair.com/jobs/diksha-teknologies-ruby-on-rails-developer-188529?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend developer (ReactJS+React Native),CMC Global,,Negotiable,"['hooks', 'yarn', 'api', 'storybook', 'react hooks', 'scss', 'webpack', 'babel', 'jest', 'html', 'npm', 'react native', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-frontend-developer-reactjs-react-native-188528?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Blockchain Developer,FTech,,Negotiable,"['mvc', 'aws', 'rest api', 'docker', 'ubuntu', 'oop', 'git', 'azure', 'javascript', 'nodejs', 'mysql', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8449.png,https://nodeflair.com/jobs/ftech-blockchain-developer-188545?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Analyst,FPT,,Negotiable,"['microsoft', 'sql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-data-analyst-188552?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
iOS Developer,GFT Technologies,,Negotiable,"['rest api', 'objective c', 'api', 'figma', 'play', 'fastlane', 'ci', 'rxswift', 'mvvm', 'git', 'ios', 'swift', 'json']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/1059.png,https://nodeflair.com/jobs/gft-technologies-ios-developer-188427?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Ekotek,,Negotiable,"['powershell', 'aws', 'terraform', 'docker', 'google cloud', 'ci', 'ecs', 'shell', 'unix', 'azure', 'linux', 'nosql', 'kubernetes', 'ansible', 'sql', 'postgresql', 'mysql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22052.png,https://nodeflair.com/jobs/ekotek-devops-engineer-188426?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior DevOps Engineer,Ninety Eight,,Negotiable,"['container', 'hashicorp', 'rds', 'amazon s3', 'aws', 'terraform', 'docker', 'go', 'packer', 'vpc', 'ci', 'sns', 'vault', 'sap', 'ecs', 'sqs', 'ec2', 'eks', 'linux', 'kubernetes', 'ansible', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22050.png,https://nodeflair.com/jobs/ninety-eight-senior-devops-engineer-188425?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer,Fulltime,,Negotiable,"['nextjs', 'rest api', 'api', 'git', 'typescript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/assets/profile_company_logo-1aab7c318bc3cc3c7250c94db4c9186b1f435d1ecc946297dbc6f465b720f6cd.png,https://nodeflair.com/jobs/fulltime-frontend-developer-188424?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineering Manager,OPSWAT,,Negotiable,"['manager', 'rest api', 'c++', 'teamcity', 'git', 'bitbucket', 'typescript', 'javascript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12579.png,https://nodeflair.com/jobs/opswat-software-engineering-manager-188423?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,BIN Corporation,,Negotiable,"['http', 'wordpress', 'mvc', 'amazon s3', 'stripe', 'cloudflare', 'cloudfront', 'oop', 'git', 'html', 'bootstrap', 'javascript', 'laravel', 'sql', 'ajax', 'jquery', 'php', 'mysql', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9218.png,https://nodeflair.com/jobs/bin-corporation-back-end-developer-188422?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
