Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
Senior / Middle DevOps Engineer,NAB Innovation Centre Vietnam,"E. Town Central, 11 Doan Van Bo Street, District 4, Ho Chi Minh",Full time,[],Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMS9LSnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f77c1653cf49260705bf77be3846954d9b817b70/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/logo.jpg,https://itviec.com/it-jobs/senior-middle-devops-engineer-nab-innovation-centre-vietnam-4642?lab_feature=preview_jd_page
"DevOps Engineer (Agile, AWS)",Relationshop Inc.,"9th Floor, Dreamplex Building,195 Đien Bien Phu, Ward 15, Binh Thanh, Ho Chi Minh",Full time,"['Competitive income with 13th month salary and attractive performance bonus. ', 'Annual leave: 12 days/year and other leaves/public holidays in accordance with the Labor Law of Vietnam', 'Periodic medical checkup, Health/Social Insurance.  (Bao Viet Insurance after 10 months of employment)', 'Be provided with high-performance laptop and screen', 'Opportunity to experience a great workplace where young & world-class talents work together passionately', 'Very diverse offline and online seminars & workshops provided by company, supervisors, mentors and buddies', 'Clear and flexible career path', 'Working in a progressive and international environment.', 'Complimentary snacks, fruits, drinks everyday.', 'Team building, company trip and monthly internal events.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeUZaTVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1a3a5df4d8ce7e3cbd2151c969503e20ffeb280c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20Stor%203.png,https://itviec.com/it-jobs/devops-engineer-agile-aws-relationshop-inc-4820?lab_feature=preview_jd_page
Database Engineer (Talend),Aperia Solutions Vietnam Co Ltd,"The Six8 Building: 24-26 Phan Dinh Giot Street, Tan Binh District, HCMC., Tan Binh, Ho Chi Minh",Full time,"['Good English communication in both verbal and written.', '5+ years of related IT experience', '3+ years development experience with Talend Data Integration module', '2+ years of Experience with Talend Administration Center, Data Quality, API Designer and Services, and Big Data Frameworks modules', '2+ years of experience with Hadoop, Hive, HDFS and Oracle RDBMS', 'Experience with database schema, object management, data modeling & architecture, data warehouse design.', 'Strong knowledge of Java programming and PL- SQL', 'Experience with API integration (REST)', 'Working knowledge of Unix/Linux and Shell script', 'Working knowledge of source-code control using a tool such as GitLab', 'Experience with CI/CD and DevOps development using secure coding practices.', 'Performance tuning is a plus.', 'Knowledge in emerging cloud technologies related to Big Data is a plus.', 'Previous experience in Finance/Banking industry is a plus.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXByT3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--04bcc6175236e3565504f58ff3c56093290ac4f6/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Aperia-Logo-Blue.png,https://itviec.com/it-jobs/database-engineer-talend-aperia-solutions-vietnam-co-ltd-3243?lab_feature=preview_jd_page
Ruby on Rails Developer (Junior/Middle),ITviec,"60 Nguyen Van Thu, District 1, Ho Chi Minh",Full time,"['2+ years experience with Ruby on Rails.', 'Good experience with HTML/CSS and JavaScript/Stimulus.', 'Solid understanding of principles, design patterns, and best practices.', 'Experience with relational databases such as PostgreSQL.', 'Experience working with Redis and Sidekiq.', 'Familiar with unit testing Minitest, RSpec.', 'Experience with Amazon Web Services.', 'Experience with Search Engines as Elasticsearch.', 'Good verbal English communication skills']",Negotiable,"['Ruby', 'Ruby on Rails', 'JavaScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNTk4REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--386fe57159fe4e68a1bc45e28f620289ed66f965/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/itviec-logo.jpg,https://itviec.com/it-jobs/ruby-on-rails-developer-junior-middle-itviec-5528?lab_feature=preview_jd_page
Security Architect - API and Data Access Tokenization,LACONIC,"N7 Building - 03, 3/2 Street, District 10, Ho Chi Minh",Full time,"['Bachelor’s or Master’s degree in Computer Science, Information Security, or a related field.', 'Minimum of 5 years experience in a Security Architect role, with a focus on API and data access security.', 'Proven experience in implementing tokenization solutions using ForgeRock or similar platforms.', 'Deep understanding of Zero Trust architecture principles and their application in securing API and data access.', 'Strong knowledge of security frameworks (e.g., NIST, ISO/IEC 27001), regulations (e.g., GDPR, HIPAA), and best practices.', 'Experience with cloud security architectures, containerization, and microservices.', 'Familiarity with programming and scripting languages (e.g., Python, Java, Shell scripting) is desirable.', 'Excellent communication and leadership skills, with the ability to influence and engage stakeholders across the organization.', 'Relevant security certifications (e.g., CISSP, CISM, CCSP) are highly advantageous.']",Negotiable,"['Solution Architect', 'Python', 'Security']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN1VwTWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--64f3e243f00b1f795ad54fda7b4f95259065197c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Thi%E1%BA%BFt%20k%E1%BA%BF%20ch%C6%B0a%20c%C3%B3%20t%C3%AAn%20(1).png,https://itviec.com/it-jobs/security-architect-zero-trust-architecture-expert-laconic-5549?lab_feature=preview_jd_page
Embedded Project Management,Samsung Electronics HCMC CE Complex,"Lot I-11, D2 Road, Saigon Hi-tech Park, Tang Nhon Phu B Ward, Thu Duc City, Ho Chi Minh",Full time,"['Bachelor’s degree in Computer Science, S/W Engineering or IT related field.', 'We are also welcome Experienced Embedded/Firmware Engineer candidates that want to become Project Manager.', 'Freshers are welcome.', 'Good in English communication for working.', 'Mastery in problem analysis, problem resolution, decision making and judgment skills.', 'Fast learning skills and mindset required to quickly understand new technologies and new modules in product.', 'Ability to multi-task and manage tasks with varying priorities.', 'Ability to Prioritize and juggle with competing priorities and make decision in ambiguous situation.', 'Tech-savvy and passionate about building products.', 'Knowledge & Experience of software design, development.', 'Confirmed understanding of development processes and agile methodologies.', 'Experience with best practice agile scrum development and lean startup principles.', 'C/C++, Linux, Debugging Tools.', 'Hands-on experience on IOT product will be preferred.', 'Knowledge in broadcasting streaming technologies and standards is a big plus.', 'TV Domain Knowledge [System Layer, TV Middleware, Apps] is a big plus.', 'Knowledge about Linux build system is a big plus.', 'Knowledge in DTV mobile connectivity technologies [like Miracast, DLNA etc] is a big plus.']",Negotiable,"['C++', 'Embedded']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN1RFRWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6cc711b2cc547609c889c803a9372e7786ed6d24/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20xanh%20d%C6%B0%C6%A1ng.png,https://itviec.com/it-jobs/embedded-project-management-samsung-electronics-hcmc-ce-complex-2611?lab_feature=preview_jd_page
"Mid-Senior Data Analyst (US Start-up, Large Dataset)",Flodesk,"Indochina Riverside, 74 Bach Dang, Hai Chau, Da Nang",Full time,"['At least 2 years of experience handling large data sets (multiple TBs)', 'Experience in effectively maintaining confidential & highly sensitive information', 'Practical Root-Cause-Analysis skills to analyze business problems and propose actionable solutions', 'The ability to write challenging SQL queries that operate efficiently', 'Exceptional communication and presentation skills in both written and verbal English']",Negotiable,"['Data Analyst', 'SQL', 'PostgreSql']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN09USFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b48e93e8dd1875a01af389ef76c018c62402af41/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/1607009686807.jpg,https://itviec.com/it-jobs/senior-data-analyst-us-start-up-large-dataset-flodesk-1438?lab_feature=preview_jd_page
Lead Data Engineer,Global Fashion Group,"Copac Square Building, 12 Tôn Đản, phường 13, District 4, Ho Chi Minh",Full time,"['At least 3+ years of relevant experience in developing scalable, secured, fault tolerant, resilient & mission-critical Big Data platform.', 'Able to maintain and monitor the ecosystem with high availability.', 'Must have sound understanding for all Big Data components & Administration Fundamentals. Hands-on in building a complete data platform using various open source technologies.', 'Must have good fundamental hands-on knowledge of Linux and building big data stack on top of AWS/GCP using Kubernetes.', 'Strong understanding of big data and related technologies like HDFS, Spark, Presto, Airflow, Kafka, Apache Atlas etc.', 'Good knowledge of Complex Event Processing systems like Spark Streaming, Kafka, Apache Flink, Beam etc.', 'Able to drive devops best practices like CI/CD, containerization, blue-green deployments, secrets management etc in the Data ecosystem.', 'Able to develop an agile platform with auto scale capability up & down as well vertically and horizontally.', 'Able to develop an observability and monitoring ecosystem for all the components in use in the data ecosystem.', 'Proficiency in at least one of the programming languages Java, Scala, Python or Go.']",Negotiable,"['AWS', 'Python']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeW1lTnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--30940eca1397653372c5c73714a898f89eef839c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/_GFG%20logo%201.png,https://itviec.com/it-jobs/lead-data-engineer-global-fashion-group-3507?lab_feature=preview_jd_page
Middle/Senior Embedded Software Engineer,YOONG,"No. 16-18 Xuan Dieu, Ward 4, Tan Binh, Ho Chi Minh",Full time,"['3+ years experience of professional software development in C, C++, Go, Rust and/or another systems programming language', '3+ years experience writing unit, integration and/or system level tests', 'Understanding of Computer Science fundamentals in data structures, algorithms, run-time analysis, object-oriented design and code quality verification', 'Experience in hands-on development and troubleshooting on embedded devices', 'Experience with Embedded Linux development', 'Experience with Bluetooth, WiFi, LTE, GPS is preferable', 'Yocto experience is preferable', 'English working proficiency']",Negotiable,"['Embedded', 'Automation Test']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMHdzTWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ef94afaae249041ba81187dcf3cc9e0d72402195/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/Yoong-960.jpg,https://itviec.com/it-jobs/middle-senior-embedded-software-engineer-yoong-2349?lab_feature=preview_jd_page
QA engineer,SEICO,"Lô A3-14 Đường Hà Phong 3, Đô Thị Hà Phong, Me Linh, Ha Noi",Full time,[],Negotiable,"['QA QC', 'Tester']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmtrUXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--860ffe059cbff83a14e7b18d2f68d1d1a2b9545b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/154%20-%20Bach%20Tung%20Vu.png,https://itviec.com/it-jobs/qa-engineer-seico-1513?lab_feature=preview_jd_page
Guidewire Developer,Capgemini Vietnam,"106 Nguyen Van Troi, Phu Nhuan, Ho Chi Minh",Full time,[],Negotiable,"['Java', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMklvREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0ceb2cfb2315f9f141222d46e386b8d63521d9bb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/capgemini-vietnam-logo.jpg,https://itviec.com/it-jobs/guidewire-developer-capgemini-vietnam-0104?lab_feature=preview_jd_page
"Junior Wordpress Developer (PHP, MySQL)",Công ty TNHH Công nghệ Y tế TMSC Việt Nam,"LK13, KĐT Romantic Park, phương Xuân La, quận Tây Hồ, Hà Nội, Tay Ho, Ha Noi",Full time,"['Đóng BHXH, BHYT.', 'Có 12 ngày phép/1 năm.', 'Được đào tạo kiến thức hàng tháng, hàng quý.', 'Thưởng tháng 13 cuối năm.', 'Được làm việc trong môi trường trẻ, năng động, sáng tạo, làm hết sức chơi hết mình.', 'Được đào tạo kỹ năng chuyên môn, kỹ năng mềm trong suốt quá trình làm việc.', 'Teambuilding, du lịch ít nhất 1 lần/năm, tổ chức sinh nhật, các hoạt động vui chơi giải trí có 1-0-2.']",Negotiable,"['Wordpress', 'MySQL', 'PHP']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWIrUWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4c9058b2e8e2b9a3afade4a75507fd0175c55b7f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20TMSC.png,https://itviec.com/it-jobs/junior-wordpress-developer-php-mysql-cong-ty-tnhh-cong-nghe-y-te-tmsc-viet-nam-4619?lab_feature=preview_jd_page
"DevOps Engineer (AWS, Networking)",Công ty TNHH Công nghệ Y tế TMSC Việt Nam,"LK13, KĐT Romantic Park, phương Xuân La, quận Tây Hồ, Hà Nội, Tay Ho, Ha Noi",Full time,"['Đóng BHXH, BHYT.', 'Có 12 ngày phép/1 năm.', 'Được đào tạo kiến thức hàng tháng, hàng quý.', 'Thưởng tháng 13 cuối năm.', 'Được làm việc trong môi trường trẻ, năng động, sáng tạo, làm hết sức chơi hết mình.', 'Được đào tạo kỹ năng chuyên môn, kỹ năng mềm trong suốt quá trình làm việc.', 'Teambuilding, du lịch ít nhất 1 lần/năm, tổ chức sinh nhật, các hoạt động vui chơi giải trí có 1-0-2.']",Negotiable,"['DevOps', 'Networking', 'AWS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWIrUWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4c9058b2e8e2b9a3afade4a75507fd0175c55b7f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20TMSC.png,https://itviec.com/it-jobs/devops-engineer-aws-networking-cong-ty-tnhh-cong-nghe-y-te-tmsc-viet-nam-5351?lab_feature=preview_jd_page
Fulltime Remote Sr Fullstack Java Engineer,CoderPush,"SmartHub 18/2E Nguyen Cuu Van, Ward 17, Binh Thanh District, HCMC, Binh Thanh, Ho Chi Minh",Full time,"['Proficient in Java for multi-tier web app development.', 'Skilled in building microservices and adhering to OpenAPI standards.', 'Experienced with ElasticSearch, PostgreSQL, Redis, S3, Redshift, and Kafka.', 'Led major IT application implementations.', 'Strong software engineering background with analytical skills.', 'Familiar with Agile, Git, IT security architecture, and testing methodologies.', 'Knowledgeable in AWS/cloud deployment and scaling.', 'Proficient in REST APIs, GraphQL, SQL, NoSQL, and web dev concepts.', 'Emphasize clean, efficient, and documented code.', 'Practitioner of TDD, CI/CD, and time management.', 'Effective communicator in English and Vietnamese.', 'Committed to continuous learning.', 'Bachelor’s degree in Computer Science or equivalent experience.', 'Provide technical leadership in the design, integration, implementation, and transition of enterprise SaaS human services system', 'Flexible design architectural approach to deliver configurability along the data', 'creation, integrations, workflows, notifications, and data persistence', 'Understand and synthesize integration requirements, and develop recommendations based on business objectives, product roadmap, solution architecture and technical considerations', 'Contribute to the development of Casebook platform functionality using state-of-the-art frameworks and tools Specify and troubleshoot API integrations in an ecosystem of multiple systems', 'Work closely with client stakeholders, partners, product managers, creative designers, platform architect, and other software engineers', 'Constantly learn and use leading-edge technologies', 'Implement a system that will address the needs of vulnerable populations', 'Contribute to the highest security, extensibility, reusability and testing standards in system architecture and software, interface, components, data structures, and algorithms specifications.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzB5UUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b142449c5536822d2dff93ed6a74b5db380b0671/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/CoderPush_LOGO.png,https://itviec.com/it-jobs/fulltime-remote-sr-fullstack-java-engineer-coderpush-2839?lab_feature=preview_jd_page
"Senior Quality Control Lead (QA QC, Agile) - Up to 35M",InvestIdea,"Tầng 7, số 3/3 Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, Hà Nội, Cầu Giấy, Cau Giay, Ha Noi",Full time,"['Professional work environment:', 'Friendly and open working environment; work with international team members, partners,...', 'Flexible working time and remote work policy', 'Team-building activities: 1-2 company trips/year, not counted on working days', 'Career development opportunities:', 'Certification support with a minimum of 50% of learning + certification fee for employees', 'Reward/recognition: Tech challenge of the year / Project of the year / Member of the year (and more)', 'Compensations:', 'Competitive & attractive salary with bonus (Reference bonus, End year bonus)', 'Checkpoint every 6 months', 'Tea-break', 'Working time: 8h30 -18h Monday to Friday']",Negotiable,"['QA QC', 'Agile', 'Scrum']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMnhLRXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--aa4ebae0de02475a48df3231f841fe28ee76a379/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Screen-shot-2011-05-28-at-1.53.31-AM-300x113.png,https://itviec.com/it-jobs/up-to-35m-senior-quality-control-lead-qc-investidea-3720?lab_feature=preview_jd_page
"Mid/Sr Mobile Developer (Java, Kotlin, Flutter, Dart)",TechSoft,"45 Nguyễn Hữu An, Son Tra, Da Nang",Full time,"['Career Development', 'English working environment', 'Training opportunities', 'Work-life balance: 40 hours per week from Monday to Friday, 17 days off and 24 work-from-home days per year', 'Competitive salary and benefits: 13th salary, profit sharing, bonus for excellent members', 'Monthly lunch and gasoline allowances', 'Company healthcare budget', 'Annual healthcare check', 'Annual company trip\n ']",Negotiable,"['Java', 'Kotlin', 'Flutter']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNDVWS2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--cd8b0a6302888133e5b471dd6bf6b85059fce393/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/TechSoft-Logo-official-1.png,https://itviec.com/it-jobs/mid-sr-mobile-developer-java-kotlin-flutter-dart-techsoft-3325?lab_feature=preview_jd_page
"Backend Engineer (NodeJS, Python, MySQL)",Mamabox Corporation (Vietnam) Company Limited,"., Other, Ho Chi Minh",Full time,"['The salary and benefits can be discussed during the interview based on your experience.', ' Employed by an SG company and based in HCMC.', 'Traveling is required.', 'Working times: From 09:00 AM to 6:00 PM.']",Negotiable,"['NodeJS', 'Python', 'MySQL']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEd6TkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7acb52eb88b493b50b6ffa6e1f21316352aad9c6/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/mamabox.jpg,https://itviec.com/it-jobs/backend-engineer-nodejs-python-mysql-mamabox-corporation-vietnam-company-limited-5515?lab_feature=preview_jd_page
"Back-end Developer (PHP, Laravel)",Công Ty TNHH Dược Phẩm Dragon,"Số 56, ngõ 139 Khương Thượng - Phường Khương Thượng, Dong Da, Ha Noi",Full time,"['Chế độ phúc lợi: BHXH, Lễ tết, Sinh nhật, Du lịch hàng năm, Thưởng theo năng lực làm việc…', 'Ăn trưa tại nhà ăn công ty.', 'Tăng lương hàng năm']",Negotiable,"['PHP', 'Wordpress', 'Laravel']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBek5TTEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c43442ca320cd302692c8304d0d6af398638570e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/DRAGON.jpg,https://itviec.com/it-jobs/back-end-developer-php-laravel-cong-ty-tnhh-duoc-pham-dragon-5625?lab_feature=preview_jd_page
"DevSecOps Application Manager (DevOps, SQL, AWS)",ABBANK,"36 Hoàng Cầu, Dong Da, Ha Noi",Full time,[],Negotiable,"['DevOps', 'SQL', 'AWS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/devsecops-application-manager-devops-sql-aws-abbank-4243?lab_feature=preview_jd_page
